Run,ReleaseDate,LoadDate,spots,bases,spots_with_mates,avgLength,size_GB,size_MB,AssemblyName,download_path,Experiment,LibraryName,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,Study_Pubmed_id,ProjectID,Sample,BioSample,SampleType,TaxID,ScientificName,SampleName,g1k_pop_code,source,g1k_analysis_group,Subject_ID,Sex,Disease,Tumor,Affection_Status,Analyte_Type,Histological_Type,Body_Site,CenterName,Submission,dbgap_study_accession,Consent,RunHash,ReadHash
SRR5629172,2017/8/21,2017/5/30 14:56,16934437,6975139859,16934437,411,3.16,3231,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-run-7/SRR5629172/SRR5629172.1,SRX2869654,59E-15mbsf,RNA-Seq,cDNA,METATRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,NextSeq 500,SRP108285,PRJNA388431,,388431,SRS2240026,SAMN07176554,simple,749907,sediment metagenome,59E-15mbsf,,,,,,,no,,,,,UNIVERSITY OF SOUTHERN CALIFORNIA,SRA567732,,public,2E432CCA1F67700754F47EB0700C0496,ECA140F00641B184F2ED37CE50A580B2
SRR5801692,2017/9/1 0:14,2017/7/3 22:51,20063311,6018993300,20063311,300,2.37,2424,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-run-11/SRR5801692/SRR5801692.1,SRX2981053,DSM120,RNA-Seq,RT-PCR,METATRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP111016,PRJNA392828,,392828,SRS2334266,SAMN07311127,simple,749907,sediment metagenome,multispecies,,,,,,,no,,,,,"YANTAI INSTITUTE OF COASTAL ZONE RESEARCH, CHINESE ACADEMY OF SCIENCES",SRA583662,,public,31115ABA647929E1E1E8FADACF860DAA,F7E0BE45943E35DBB4A98037FFDFCAE1
SRR7284884,2019/3/1 0:52,2018/6/9 7:36,31814196,9544258800,31814196,300,3.70,3792,,https://sra-download.ncbi.nlm.nih.gov/traces/sra64/SRR/007114/SRR7284884,SRX4188424,Maipo9,WGS,RANDOM,METATRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP150114,PRJNA360036,3,360036,SRS3399680,SAMN09378488,simple,749907,sediment metagenome,Maipo9,,,,,,,no,,,,,THE UNIVERSITY OF HONG KONG,SRA717861,,public,9AA99CD0D7D57BB74CA6AD2EB98CB7AB,907C33561010B53ECEE3365F3463B60D
SRR7284896,2019/3/1 0:52,2018/6/9 9:41,32597545,9779263500,32597545,300,4.00,4097,,https://sra-download.ncbi.nlm.nih.gov/traces/sra64/SRR/007114/SRR7284896,SRX4188436,Maipo8,WGS,RANDOM,METATRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP150114,PRJNA360036,3,360036,SRS3399685,SAMN09378487,simple,749907,sediment metagenome,Maipo8,,,,,,,no,,,,,THE UNIVERSITY OF HONG KONG,SRA717866,,public,95CFAAB8F72489CBABA66A14917565E2,0C0B6D02116B2518334AF2A8E8E8805B
SRR7286070,2019/3/1 0:52,2018/6/10 8:16,36262514,10878754200,36262514,300,4.51,4617,,https://sra-download.ncbi.nlm.nih.gov/traces/sra64/SRR/007115/SRR7286070,SRX4189610,Maipo10,WGS,RANDOM,METATRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP150114,PRJNA360036,3,360036,SRS3400839,SAMN09378489,simple,749907,sediment metagenome,Maipo10,,,,,,,no,,,,,THE UNIVERSITY OF HONG KONG,SRA718367,,public,C308E672233A207010D9747E3EE6690B,12861D96FA6174521AF5A0054543163B
SRR7286715,2019/3/1 0:52,2018/6/10 18:40,43820569,13146170700,43820569,300,5.10,5223,,https://sra-download.ncbi.nlm.nih.gov/traces/sra64/SRR/007115/SRR7286715,SRX4190255,Maipo11,WGS,RANDOM,METATRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP150114,PRJNA360036,3,360036,SRS3401481,SAMN09378490,simple,749907,sediment metagenome,Maipo11,,,,,,,no,,,,,THE UNIVERSITY OF HONG KONG,SRA718730,,public,2FF30F35370FA7205F1B4AD8992C61BD,6DEB0B7D5AD49C70BB577195C66B2156
SRR8237101,2019/5/31 0:24,2018/11/22 2:13,52219174,9073476038,4446899,173,4.13,4225,,https://sra-download.ncbi.nlm.nih.gov/traces/sra73/SRR/008044/SRR8237101,SRX5055368,17-0164-ConA_B35_5H_ACTTGA_L001,RNA-Seq,unspecified,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 1500,SRP170089,PRJNA506280,,506280,SRS4058091,SAMN10439460,simple,749907,sediment metagenome,NitShal1,,,,,,,no,,,,,ROBERT KOCH INSTITUTE,SRA814074,,public,07EE5D11FAD6FFF537F12A7F8140B319,DE6DAFC7B8C03B7A3C6D5F10BCCA50D8
SRR8272509,2018/12/3 15:03,2018/12/3 14:23,879925582,43996279100,0,50,32.50,33281,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-run-2/SRR8272509/SRR8272509.1,SRX5089125,P7_13_Sept,RNA-Seq,cDNA,METATRANSCRIPTOMIC,SINGLE,0,0,ABI_SOLID,AB 5500xl Genetic Analyzer,SRP079905,PRJNA330672,3,330672,SRS4100948,SAMN10506005,simple,749907,sediment metagenome,Wetland P7 core 6 depth 1-3cm September,,,,,,,no,,,,,PACIFIC NORTHWEST NATIONAL LABORATORY,SRA818184,,public,BDCE0A831409991C250A56FCC66BDCE6,F8770F2F3E7E694D173640348DEE9DF5
SRR8272510,2018/12/3 14:21,2018/12/3 13:49,817488380,40874419000,0,50,31.60,32355,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-run-2/SRR8272510/SRR8272510.1,SRX5089124,P8_13_Sept,RNA-Seq,cDNA,METATRANSCRIPTOMIC,SINGLE,0,0,ABI_SOLID,AB 5500xl Genetic Analyzer,SRP079905,PRJNA330672,3,330672,SRS4100947,SAMN10506006,simple,749907,sediment metagenome,Wetland P8 core 1 depth 1-3cm September,,,,,,,no,,,,,PACIFIC NORTHWEST NATIONAL LABORATORY,SRA818184,,public,75020224207A4F985404600FF30BAA9D,944E4A147955B254A02D4C36AA1A0AAD
SRR8272511,2018/12/9 22:57,2018/12/9 22:37,715223378,35761168900,0,50,25.73,26344,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-run-2/SRR8272511/SRR8272511.1,SRX5089123,P7_1012_Sept,RNA-Seq,cDNA,METATRANSCRIPTOMIC,SINGLE,0,0,ABI_SOLID,AB 5500xl Genetic Analyzer,SRP079905,PRJNA330672,3,330672,SRS4100946,SAMN10506007,simple,749907,sediment metagenome,Wetland P7 core 5 depth 10-12cm September,,,,,,,no,,,,,PACIFIC NORTHWEST NATIONAL LABORATORY,SRA818184,,public,E788DE020F1E14D0BFE6940C1AD51C36,814288C15639256ECE3FC2FCA31E6AAE
SRR8272512,2018/12/3 16:09,2018/12/3 15:05,857575339,42878766950,0,50,31.97,32733,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-run-2/SRR8272512/SRR8272512.1,SRX5089122,P8_1012_Sept,RNA-Seq,cDNA,METATRANSCRIPTOMIC,SINGLE,0,0,ABI_SOLID,AB 5500xl Genetic Analyzer,SRP079905,PRJNA330672,3,330672,SRS4100945,SAMN10506008,simple,749907,sediment metagenome,Wetland P8 core 2 depth 10-12cm September,,,,,,,no,,,,,PACIFIC NORTHWEST NATIONAL LABORATORY,SRA818184,,public,ECA0915D512CFD10C7329CF2C78D550D,B110A4E9F7992BB6125F9DF17A405F8B
SRR8272513,2018/12/3 16:34,2018/12/3 15:13,877909488,43895474400,0,50,32.42,33196,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-run-2/SRR8272513/SRR8272513.1,SRX5089121,P7_13_May,RNA-Seq,cDNA,METATRANSCRIPTOMIC,SINGLE,0,0,ABI_SOLID,AB 5500xl Genetic Analyzer,SRP079905,PRJNA330672,3,330672,SRS4100944,SAMN10506003,simple,749907,sediment metagenome,Wetland P7 core 1 depth 1-3cm May,,,,,,,no,,,,,PACIFIC NORTHWEST NATIONAL LABORATORY,SRA818184,,public,8B9BAD4EA14F4AA7DB04CF2AF178E2A8,E8367A77751BD46A056B9AACE63DF106
SRR8272514,2018/12/3 14:23,2018/12/3 13:54,791043103,39552155150,0,50,29.70,30412,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-run-2/SRR8272514/SRR8272514.1,SRX5089120,P8_13_May,RNA-Seq,cDNA,METATRANSCRIPTOMIC,SINGLE,0,0,ABI_SOLID,AB 5500xl Genetic Analyzer,SRP079905,PRJNA330672,3,330672,SRS4100943,SAMN10506004,simple,749907,sediment metagenome,Wetland P8 core 1 depth 1-3cm May,,,,,,,no,,,,,PACIFIC NORTHWEST NATIONAL LABORATORY,SRA818184,,public,EFEB022D8E0538E0E63EF584DCEAD489,E2D6950C7A2809D3DA9A5394A907AA5A
SRR955467,2013/8/22 18:28,2013/8/22 18:26,22346814,3240288030,0,145,1.90,1943,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-run-5/SRR955467/SRR955467.1,SRX337970,,RNA-Seq,cDNA,METATRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina Genome Analyzer II,SRP017679,PRJNA184698,,184698,SRS472361,SAMN02324543,simple,749907,sediment metagenome,River sediment microbial community fed with B (B)-metatranscriptomes,,,,,,,no,,,,,GATECH,SRA063185,,public,C1956968E667737F633D27F1B4A55DA1,F6432F1383E7C43F16EE6A11DEC1EACE
SRR955468,2013/8/22 20:20,2013/8/22 20:17,19736626,2861810770,0,145,1.67,1713,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-run-5/SRR955468/SRR955468.1,SRX337970,,RNA-Seq,cDNA,METATRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina Genome Analyzer II,SRP017679,PRJNA184698,,184698,SRS472361,SAMN02324543,simple,749907,sediment metagenome,River sediment microbial community fed with B (B)-metatranscriptomes,,,,,,,no,,,,,GATECH,SRA063185,,public,FBE9A3A9545A7E4FF337F829E6FE53F0,B2D2D83B069927EAEA9A90DB0047B3B6
SRR955469,2013/9/9 13:21,2013/9/9 13:17,22839327,3311702415,0,145,1.94,1986,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-run-5/SRR955469/SRR955469.1,SRX337970,,RNA-Seq,cDNA,METATRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina Genome Analyzer II,SRP017679,PRJNA184698,,184698,SRS472361,SAMN02324543,simple,749907,sediment metagenome,River sediment microbial community fed with B (B)-metatranscriptomes,,,,,,,no,,,,,GATECH,SRA063185,,public,2914721A2D1A7DCFEE4539535C16E524,0E8ED2D2AA00F7DB1026B7B67C4F7E87
SRR955498,2013/8/23 2:11,2013/8/23 2:08,20524901,2976110645,0,145,1.75,1788,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-run-5/SRR955498/SRR955498.1,SRX337970,,RNA-Seq,cDNA,METATRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina Genome Analyzer II,SRP017679,PRJNA184698,,184698,SRS472361,SAMN02324543,simple,749907,sediment metagenome,River sediment microbial community fed with B (B)-metatranscriptomes,,,,,,,no,,,,,GATECH,SRA063185,,public,37A7DB8E1D31E2E7F4D3CC3A63AD8163,120FC00B88FA5C9FB48E0927B8C49DC6
SRR955499,2013/8/23 3:14,2013/8/23 3:10,22897402,3320123290,0,145,1.94,1991,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-run-5/SRR955499/SRR955499.1,SRX337970,,RNA-Seq,cDNA,METATRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina Genome Analyzer II,SRP017679,PRJNA184698,,184698,SRS472361,SAMN02324543,simple,749907,sediment metagenome,River sediment microbial community fed with B (B)-metatranscriptomes,,,,,,,no,,,,,GATECH,SRA063185,,public,29453D5A5215637E7A73BFEAB45170C4,64583DDF295768AF5A2BBBBE4BD52223
SRR955500,2013/8/23 3:16,2013/8/23 3:14,16360063,2372209135,0,145,1.40,1431,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-run-5/SRR955500/SRR955500.1,SRX337970,,RNA-Seq,cDNA,METATRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina Genome Analyzer II,SRP017679,PRJNA184698,,184698,SRS472361,SAMN02324543,simple,749907,sediment metagenome,River sediment microbial community fed with B (B)-metatranscriptomes,,,,,,,no,,,,,GATECH,SRA063185,,public,9C6BB57B4D30E596C6177C81120E2379,C9C98A874082D2451A1B06F970728961
SRR9938977,2020/6/1 0:03,2019/8/9 11:57,26554140,8019350280,26554140,302,4.51,4614,,https://sra-download.ncbi.nlm.nih.gov/traces/sra25/SRR/009706/SRR9938977,SRX6687577,D4R1B,RNA-Seq,RANDOM,METATRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP217935,PRJNA559040,,559040,SRS5245238,SAMN12511928,simple,749907,sediment metagenome,D4R1B,,,,,,,no,,,,,NATIONAL UNIVERSITY OF SINGAPORE,SRA936701,,public,3D2133F721F114AABA8FB066E49B0998,BA45EFCD861E1ECDCF8171146CD5B550
SRR9938978,2020/6/1 0:03,2019/8/9 11:57,28534699,8617479098,28534699,302,4.86,4972,,https://sra-download.ncbi.nlm.nih.gov/traces/sra42/SRR/009706/SRR9938978,SRX6687576,D4R3B,RNA-Seq,RANDOM,METATRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP217935,PRJNA559040,,559040,SRS5245237,SAMN12511930,simple,749907,sediment metagenome,D4R3B,,,,,,,no,,,,,NATIONAL UNIVERSITY OF SINGAPORE,SRA936701,,public,364404B00139FDF0E36CB50DCA38F69B,977AEDE879C2E4F28A055C32871B00E3
SRR9938979,2020/6/1 0:03,2019/8/9 11:57,27842405,8408406310,27842405,302,4.72,4830,,https://sra-download.ncbi.nlm.nih.gov/traces/sra5/SRR/009706/SRR9938979,SRX6687575,D4I3C,RNA-Seq,RANDOM,METATRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP217935,PRJNA559040,,559040,SRS5245236,SAMN12511927,simple,749907,sediment metagenome,D4I3C,,,,,,,no,,,,,NATIONAL UNIVERSITY OF SINGAPORE,SRA936701,,public,002A637E328884FB00BA216490947D1C,3E50D684A9FE4A960DDBE904ED622629
SRR9938980,2020/6/1 0:03,2019/8/9 11:55,26866281,8113616862,26866281,302,4.55,4660,,https://sra-download.ncbi.nlm.nih.gov/traces/sra59/SRR/009706/SRR9938980,SRX6687574,D4R2A,RNA-Seq,RANDOM,METATRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP217935,PRJNA559040,,559040,SRS5245235,SAMN12511929,simple,749907,sediment metagenome,D4R2A,,,,,,,no,,,,,NATIONAL UNIVERSITY OF SINGAPORE,SRA936701,,public,337E0272C1DBA52026C2894D3EF52E22,DD2CA57E746FD5EE7E959681E698A298
SRR9938981,2020/6/1 0:03,2019/8/9 11:53,26992379,8151698458,26992379,302,4.91,5026,,https://sra-download.ncbi.nlm.nih.gov/traces/sra9/SRR/009706/SRR9938981,SRX6687573,D1R3B,RNA-Seq,RANDOM,METATRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP217935,PRJNA559040,,559040,SRS5245234,SAMN12511924,simple,749907,sediment metagenome,D1R3B,,,,,,,no,,,,,NATIONAL UNIVERSITY OF SINGAPORE,SRA936701,,public,9D7BFAB28370DC71A70EBF62339FC194,B3AB209AF31B55E34C71F16BCD37E0C9
SRR9938982,2020/6/1 0:03,2019/8/9 11:57,29448325,8893394150,29448325,302,5.38,5510,,https://sra-download.ncbi.nlm.nih.gov/traces/sra25/SRR/009706/SRR9938982,SRX6687572,D1R2B,RNA-Seq,RANDOM,METATRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP217935,PRJNA559040,,559040,SRS5245233,SAMN12511923,simple,749907,sediment metagenome,D1R2B,,,,,,,no,,,,,NATIONAL UNIVERSITY OF SINGAPORE,SRA936701,,public,B1EBFC53F4285EE9229848E4D6F251F1,FF8182177A4D3A40FDAEE92330B9F098
SRR9938983,2020/6/1 0:03,2019/8/9 11:55,28375673,8569453246,28375673,302,4.83,4949,,https://sra-download.ncbi.nlm.nih.gov/traces/sra19/SRR/009706/SRR9938983,SRX6687571,D4I2B,RNA-Seq,RANDOM,METATRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP217935,PRJNA559040,,559040,SRS5245232,SAMN12511926,simple,749907,sediment metagenome,D4I2B,,,,,,,no,,,,,NATIONAL UNIVERSITY OF SINGAPORE,SRA936701,,public,F9A9F6853A80848ADA40388102015DC4,B6C49F820A8064F9730282BC9143C1B6
SRR9938984,2020/6/1 0:03,2019/8/9 11:50,26208620,7915003240,26208620,302,4.45,4556,,https://sra-download.ncbi.nlm.nih.gov/traces/sra5/SRR/009706/SRR9938984,SRX6687570,D4I1C,RNA-Seq,RANDOM,METATRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP217935,PRJNA559040,,559040,SRS5245231,SAMN12511925,simple,749907,sediment metagenome,D4I1C,,,,,,,no,,,,,NATIONAL UNIVERSITY OF SINGAPORE,SRA936701,,public,BF3F87854981C2BE15D88E93372FECEB,31DC9AB971FE5F7F62CFF4FDBD640DE0
SRR9938985,2020/6/1 0:03,2019/8/9 11:52,23866355,7207639210,23866355,302,4.39,4499,,https://sra-download.ncbi.nlm.nih.gov/traces/sra31/SRR/009706/SRR9938985,SRX6687569,D30R3C,RNA-Seq,RANDOM,METATRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP217935,PRJNA559040,,559040,SRS5245230,SAMN12511948,simple,749907,sediment metagenome,D30R3C,,,,,,,no,,,,,NATIONAL UNIVERSITY OF SINGAPORE,SRA936701,,public,78B69CD2E93BC497043A4FB0052B1744,31AE26277C0E1CFB28B2AF0DE3A73CE7
SRR9938986,2020/6/1 0:03,2019/8/9 11:55,25108756,7582844312,25108756,302,4.65,4763,,https://sra-download.ncbi.nlm.nih.gov/traces/sra66/SRR/009706/SRR9938986,SRX6687568,D30R2B,RNA-Seq,RANDOM,METATRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP217935,PRJNA559040,,559040,SRS5245229,SAMN12511947,simple,749907,sediment metagenome,D30R2B,,,,,,,no,,,,,NATIONAL UNIVERSITY OF SINGAPORE,SRA936701,,public,F5B28207A867AD0A7AE74B1C2068BF7F,A608D2E0A1AFE257211A7CC7F112C8E9
SRR9938987,2020/6/1 0:03,2019/8/9 11:53,26803795,8094746090,26803795,302,4.56,4666,,https://sra-download.ncbi.nlm.nih.gov/traces/sra42/SRR/009706/SRR9938987,SRX6687567,D8I2A,RNA-Seq,RANDOM,METATRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP217935,PRJNA559040,,559040,SRS5245228,SAMN12511932,simple,749907,sediment metagenome,D8I2A,,,,,,,no,,,,,NATIONAL UNIVERSITY OF SINGAPORE,SRA936701,,public,F0F437793801B4BFDF04C515021E16C4,76228CA144C01E9C85267D92C9F5B61F
SRR9938988,2020/6/1 0:03,2019/8/9 11:55,27492964,8302875128,27492964,302,4.67,4779,,https://sra-download.ncbi.nlm.nih.gov/traces/sra42/SRR/009706/SRR9938988,SRX6687566,D8I1B,RNA-Seq,RANDOM,METATRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP217935,PRJNA559040,,559040,SRS5245227,SAMN12511931,simple,749907,sediment metagenome,D8I1B,,,,,,,no,,,,,NATIONAL UNIVERSITY OF SINGAPORE,SRA936701,,public,6028F711F18B2B159C22BC7769C07130,9809F90A258FAC2FDC58A394AF85D3CB
SRR9938989,2020/6/1 0:03,2019/8/9 11:55,28427738,8585176876,28427738,302,5.24,5365,,https://sra-download.ncbi.nlm.nih.gov/traces/sra5/SRR/009706/SRR9938989,SRX6687565,D30I2C,RNA-Seq,RANDOM,METATRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP217935,PRJNA559040,,559040,SRS5245226,SAMN12511944,simple,749907,sediment metagenome,D30I2C,,,,,,,no,,,,,NATIONAL UNIVERSITY OF SINGAPORE,SRA936701,,public,6B9254C145CFE1BA8C61DBC6E4E3E375,B4DB4E468B9898AC952398D3C21FDCA1
SRR9938990,2020/6/1 0:03,2019/8/9 11:54,27643086,8348211972,27643086,302,5.10,5226,,https://sra-download.ncbi.nlm.nih.gov/traces/sra70/SRR/009706/SRR9938990,SRX6687564,D30I1B,RNA-Seq,RANDOM,METATRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP217935,PRJNA559040,,559040,SRS5245225,SAMN12511943,simple,749907,sediment metagenome,D30I1B,,,,,,,no,,,,,NATIONAL UNIVERSITY OF SINGAPORE,SRA936701,,public,47D99BDCACAEE33709B0B9798F50A222,89BA4F4021ABCEE8E48DF52AD34B4BC0
SRR9938991,2020/6/1 0:03,2019/8/9 12:01,28696243,8666265386,28696243,302,5.25,5378,,https://sra-download.ncbi.nlm.nih.gov/traces/sra19/SRR/009706/SRR9938991,SRX6687563,D1R1C,RNA-Seq,RANDOM,METATRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP217935,PRJNA559040,,559040,SRS5245224,SAMN12511922,simple,749907,sediment metagenome,D1R1C,,,,,,,no,,,,,NATIONAL UNIVERSITY OF SINGAPORE,SRA936701,,public,CEAEA0B015DEFC937EB68CF301BE9580,1422894770A0E346181582E9E138CA62
SRR9938992,2020/6/1 0:03,2019/8/9 11:56,29692842,8967238284,29692842,302,5.41,5536,,https://sra-download.ncbi.nlm.nih.gov/traces/sra42/SRR/009706/SRR9938992,SRX6687562,D1I3B,RNA-Seq,RANDOM,METATRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP217935,PRJNA559040,,559040,SRS5245223,SAMN12511921,simple,749907,sediment metagenome,D1I3B,,,,,,,no,,,,,NATIONAL UNIVERSITY OF SINGAPORE,SRA936701,,public,E65BC364587BF2918D8929643BA0ECC1,B66005B90157A46F99C8D3E728CFE2A0
SRR9938993,2020/6/1 0:03,2019/8/9 11:54,26419150,7978583300,26419150,302,4.80,4919,,https://sra-download.ncbi.nlm.nih.gov/traces/sra59/SRR/009706/SRR9938993,SRX6687561,D1I2B,RNA-Seq,RANDOM,METATRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP217935,PRJNA559040,,559040,SRS5245222,SAMN12511920,simple,749907,sediment metagenome,D1I2B,,,,,,,no,,,,,NATIONAL UNIVERSITY OF SINGAPORE,SRA936701,,public,7AC06D68DD4FC97AFD3EC0DAD403FC07,1F31F6132802821F0118A0438C62075A
SRR9938994,2020/6/1 0:03,2019/8/9 11:56,26938062,8135294724,26938062,302,4.90,5016,,https://sra-download.ncbi.nlm.nih.gov/traces/sra25/SRR/009706/SRR9938994,SRX6687560,D1I1B,RNA-Seq,RANDOM,METATRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP217935,PRJNA559040,,559040,SRS5245221,SAMN12511919,simple,749907,sediment metagenome,D1I1B,,,,,,,no,,,,,NATIONAL UNIVERSITY OF SINGAPORE,SRA936701,,public,9F84FA848F43BE2453DE4508B8B3750E,5342BB76F570B27608195767603EE0E1
SRR9938995,2020/6/1 0:03,2019/8/9 11:53,27136920,8195349840,27136920,302,4.93,5048,,https://sra-download.ncbi.nlm.nih.gov/traces/sra57/SRR/009706/SRR9938995,SRX6687559,D0R3C,RNA-Seq,RANDOM,METATRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP217935,PRJNA559040,,559040,SRS5245220,SAMN12511918,simple,749907,sediment metagenome,D0R3C,,,,,,,no,,,,,NATIONAL UNIVERSITY OF SINGAPORE,SRA936701,,public,8E845F25023BFCE2D43E3FD8CF23B5F4,3F31886427B604C03709131F9154057F
SRR9938996,2020/6/1 0:03,2019/8/9 11:49,25232604,7620246408,25232604,302,4.59,4698,,https://sra-download.ncbi.nlm.nih.gov/traces/sra5/SRR/009706/SRR9938996,SRX6687558,D0R2A,RNA-Seq,RANDOM,METATRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP217935,PRJNA559040,,559040,SRS5245219,SAMN12511917,simple,749907,sediment metagenome,D0R2A,,,,,,,no,,,,,NATIONAL UNIVERSITY OF SINGAPORE,SRA936701,,public,1E51F6D9E2D9E0DC2518925C868230C9,13D5A44C0D492A2877F27833C1CBFBBB
SRR9938997,2020/6/1 0:03,2019/8/9 11:56,25862543,7810487986,25862543,302,4.69,4803,,https://sra-download.ncbi.nlm.nih.gov/traces/sra57/SRR/009706/SRR9938997,SRX6687557,D0I3B,RNA-Seq,RANDOM,METATRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP217935,PRJNA559040,,559040,SRS5245218,SAMN12511915,simple,749907,sediment metagenome,D0I3B,,,,,,,no,,,,,NATIONAL UNIVERSITY OF SINGAPORE,SRA936701,,public,3AFC1E39B6B15B957AB310F33D02F99A,62AA37CE2A373A03135EB8811EB4A497
SRR9938998,2020/6/1 0:03,2019/8/9 11:58,28694249,8665663198,28694249,302,5.23,5356,,https://sra-download.ncbi.nlm.nih.gov/traces/sra57/SRR/009706/SRR9938998,SRX6687556,D0R1B,RNA-Seq,RANDOM,METATRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP217935,PRJNA559040,,559040,SRS5245217,SAMN12511916,simple,749907,sediment metagenome,D0R1B,,,,,,,no,,,,,NATIONAL UNIVERSITY OF SINGAPORE,SRA936701,,public,93CF3573E9551486F04D18A1B4BCC694,080822A55686DBCBC9A9A79650C33281
SRR9938999,2020/6/1 0:03,2019/8/9 11:51,26146890,7896360780,26146890,302,4.75,4863,,https://sra-download.ncbi.nlm.nih.gov/traces/sra71/SRR/009706/SRR9938999,SRX6687555,D0I2C,RNA-Seq,RANDOM,METATRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP217935,PRJNA559040,,559040,SRS5245216,SAMN12511914,simple,749907,sediment metagenome,D0I2C,,,,,,,no,,,,,NATIONAL UNIVERSITY OF SINGAPORE,SRA936701,,public,7B9AFEEECBC1B171DBD00A8653B82728,6DBECD16B373C273F9FBB9906CE7598A
SRR9939000,2020/6/1 0:03,2019/8/9 11:51,27420010,8280843020,27420010,302,5.00,5115,,https://sra-download.ncbi.nlm.nih.gov/traces/sra35/SRR/009706/SRR9939000,SRX6687554,D0I1C,RNA-Seq,RANDOM,METATRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP217935,PRJNA559040,,559040,SRS5245215,SAMN12511913,simple,749907,sediment metagenome,D0I1C,,,,,,,no,,,,,NATIONAL UNIVERSITY OF SINGAPORE,SRA936701,,public,6F1D7A35FA28254D68DB1B37AF9E319A,B95AA3B40A276800BC2EEB134FC6FB69
